"","LOCATIONS","STATE","WATERTYPE","TEMPERATURE(c)","pH","CONDUCTIVITY(µmhos/cm)","B.O.D(mg/l)","NITRATE","FECALCOLIFORM(MPN/100ml)","TOTALCOLIFORM(MPN/100ml)","YEAR","nTemp","npH","nCon","nBod","nNit","nColi","WTemp","Wph","WBod","WCon","WNit","WColi","WQI","predictWQI"
"121","RIHAND AT RENUKUT D/S, U.P.","UTTARPRADESH","RIVERWATER",20.5,7.3,254,1.4,0,1100,2000,2015,60,100,40,100,100,40,10.2,17,13,3.44,22,8.8,74.44,78.7236880061011
"122","DARNA AT SANSARI , NASHIK","MAHARASHTRA","RIVERWATER",25.4,7.6,287,5,1.87,16,40,2011,40,100,40,80,100,80,6.8,17,10.4,3.44,22,17.6,77.24,74.4194868598821
"123","RAVI AT AT D/S CHAMERA III HEP","HIMACHALPRADESH","RIVERWATER",9,7.5,148,0.3,0.5,7,38,2010,100,100,80,100,100,80,17,17,13,6.88,22,17.6,93.48,87.5746080744332
"124","HAND PUMP AT SHAMSHI","HIMACHALPRADESH","GROUNDWATER",15.25,7.125,269,0.1,1.54,1,7,2010,80,100,40,100,100,80,13.6,17,13,3.44,22,17.6,86.64,83.4923328340686
"125","KANHAN AT CHIWARA BEFORE MIXING BOREGAON GROWTH CENTRE NALLA, JABALPUR","MADHYAPRADESH","RIVERWATER",26,7.1,340,1.2,0,10,11,2015,40,100,0,100,100,80,6.8,17,13,0,22,17.6,76.4,75.5218206109683
"126","GORAKHPUR INDUSTRIAL DEVELOPMENT AUTHORITY
AREA (GIDA), GORAKHPUR","UTTARPRADESH","GROUNDWATER",20,7.9,492,2.4,0.4,40,80,2016,80,100,0,100,100,60,13.6,17,13,0,22,13.2,78.8,78.4797165124663
"127","TRENCHING GROUND IN THE PREMISES OF M/S LAKHANI FOOT WEAR, INDORE","MADHYAPRADESH","GROUNDWATER",28,7.2,2491,1,6.6,40,5,2008,40,100,0,100,100,100,6.8,17,13,0,22,22,80.8,73.3153991028676
"128","POONPUN NEAR POONPUN RAIL BRIDGE","BIHAR","RIVERWATER",12,7,224,2.1,0,800,2200,2016,100,100,60,100,100,40,17,17,13,5.16,22,8.8,82.96,85.2605887532726
"129","BINDUSARA AT BEED, NR INTAKE WATER PUMP HOUSE DAM ","MAHARASHTRA","RIVERWATER",26.2,7.9,861,4.4,2.42,4,113,2011,40,100,0,80,100,60,6.8,17,10.4,0,22,13.2,69.4,73.3869961291067
"130","KRISHNA AT MAHABALESHWAR DHOM DAM NEAR KOINA DAM, MAHARASHTRA","MAHARASHTRA","RIVERWATER",21.5,6.7,91,3.1,0.2,12,50,2015,60,100,80,80,100,80,10.2,17,10.4,6.88,22,17.6,84.08,79.0968428133202
"131","LAKSHMANTIRTHA  AT D/S OF KATTEMALAVADI","KARNATAKA","RIVERWATER",27.7,7.8,557,2.7,0.96,1600,1600,2011,40,100,0,100,100,40,6.8,17,13,0,22,8.8,67.6,72.462237758955
"132","MAHANADI U/S CUTTACK","ORISSA","RIVERWATER",23,7.2,157,0.5,0.1,170,490,2016,60,100,60,100,100,60,10.2,17,13,5.16,22,13.2,80.56,77.5846987157777
"133","PAWANA AT CHINCHWADGAON, PUNE.","MAHARASHTRA","RIVERWATER",27,7.8,245,9.7,0.26,263,1683,2012,40,100,40,60,100,40,6.8,17,7.8,3.44,22,8.8,65.84,71.8083700553085
"134","HAND PUMP NEAR SECONDARY SCHOOL ABOUT 300mt. FROM KANSUA NALLAH KOTA","RAJASTHAN","GROUNDWATER",26.3,8.5,1685,0.87,4.37,3,4,2012,40,100,0,100,100,100,6.8,17,13,0,22,22,80.8,72.863554592444
"135","NARMADA AT GARUDESHWAR","GUJARAT","RIVERWATER",27,8.2,357,2,0.48,169,247,2012,40,100,0,100,100,60,6.8,17,13,0,22,13.2,72,72.9054894001489
"136","PERIYAR NEAR ALWAYE-ELOOR, KERALA","KERALA","RIVERWATER",28.2,7,5569,2.2,0.68,473,1894,2013,40,100,0,100,100,40,6.8,17,13,0,22,8.8,67.6,72.9544805097267
"137","GANGA AT VARANASI U/S (ASSIGHAT), U.P","UTTARPRADESH","RIVERWATER",24.6,7.5,351,3.5,0.27,18134.3000000001,50000,2009,60,100,0,80,100,0,10.2,17,10.4,0,22,0,59.6,62.4175469022574
"138","WAINGANGA  AT ASHTI","MAHARASHTRA","RIVERWATER",19.7,7.8,644,5,1.34,84,200,2011,80,100,0,80,100,60,13.6,17,10.4,0,22,13.2,76.2,78.2885017277689
"139","KABBANI AT CAUSE WAY  SATTUR, KARNATAKA","KARNATAKA","RIVERWATER",28,8.2,338,1,0.74,9,800,2006,40,100,0,100,100,40,6.8,17,13,0,22,8.8,67.6,72.181130110483
"140","GANGA U/S MOKAMA","BIHAR","RIVERWATER",17,7.8,227,2,0,800,1700,2016,80,100,40,100,100,40,13.6,17,13,3.44,22,8.8,77.84,80.5308402932147
"141","U/S GOINDWAL","PUNJAB","RIVERWATER",16,7,310,1,2,180,650,2011,80,100,0,100,100,40,13.6,17,13,0,22,8.8,74.4,82.765812352605
"142","TAPI AT BHUSAWAL US MAHARASHTRA","MAHARASHTRA","RIVERWATER",31.5,7.8,439,7.3,0.51,11,27,2009,40,100,0,60,100,80,6.8,17,7.8,0,22,17.6,71.2,69.3147632331247
"143","NEAR KHANPURA TALAB, AJMER","RAJASTHAN","GROUNDWATER",25.5,7.3,1430,2.2,3.83,3,6,2010,40,100,0,100,100,80,6.8,17,13,0,22,17.6,76.4,75.0699425461176
"144","TAMBIRAPARANI AT MURAPPANADU, TAMILNADU","TAMILNADU","RIVERWATER",29,6.9,260,5.4,1,17,53,2013,40,100,40,80,100,60,6.8,17,10.4,3.44,22,13.2,72.84,72.803649669406
"145","MANDA RIVER (DUDHAI RIVER) AT WAGAISI, EAST GARO HILLS","MEGHALAYA","RIVERWATER",25.5,7.4,82,2,2.8,26,61,2014,40,100,80,100,100,60,6.8,17,13,6.88,22,13.2,78.88,75.1113424413109
"146","GODAVARI AT U/S OF GANGAPUR DAM, NASIK, MAHARASHTRA","MAHARASHTRA","RIVERWATER",20,7.1,147,2,0,2,40,2016,80,100,80,100,100,80,13.6,17,13,6.88,22,17.6,90.08,79.8083483234883
"147","PENGANGA RIVER NEAR WATER SUPPLY SCHEME OF UMARKHED MC BELKHED, UMARKHED, YAVATMAL","MAHARASHTRA","RIVERWATER",25,8.3,506,8.5,2.6,14,34,2014,60,100,0,60,100,80,10.2,17,7.8,0,22,17.6,74.6,72.9928304656548
"148","CAUVERY AT SRI RANGAPATTANNA,D/S OF ROAD BDG.,KARNATAKA","KARNATAKA","RIVERWATER",27,8.25,288,1.3,1.07,12,939,2006,40,100,40,100,100,40,6.8,17,13,3.44,22,8.8,71.04,72.7347062082076
"149","TAPI AT ONGC BRIDGE AT SURAT, DIST. SURAT","GUJARAT","RIVERWATER",24,7.2,756,1.6,0,5,26,2016,60,100,0,100,100,80,10.2,17,13,0,22,17.6,79.8,76.7417081649964
"150","AUL","ORISSA","RIVERWATER",29,8,157,1.7,0.94,2218,3816,2012,40,100,60,100,100,40,6.8,17,13,5.16,22,8.8,72.76,70.8290906175193
"151","GODAVARI RIVER AT U/S OF AURANGABAD RESERVOIR, KAIGAON TOKKA NEAR KAIGAON BRIDGE.","MAHARASHTRA","RIVERWATER",26.6,7.9,971,3.5,1.5,11,300,2009,40,100,0,80,100,60,6.8,17,10.4,0,22,13.2,69.4,73.256764746628
"152","SECRETARIAT- GOVERNOR HOUSE- OLDBUS STAND AREA, BHUBANESWAR, ORISSA","ORISSA","GROUNDWATER",28,7,139,0.8,2,23,2,2013,40,100,80,100,100,100,6.8,17,13,6.88,22,22,87.68,74.1441530808292
"153","BEAS AT D/S DEHRAGOPIPUR, H.P.","HIMACHALPRADESH","RIVERWATER",16,7.4,244,0.5,0.7,12,152,2010,80,100,40,100,100,60,13.6,17,13,3.44,22,13.2,82.24,82.482150160301
"154","MUNDALI(WATER INTAKE POINT OF BHUBANESWAR CITY","ORISSA","RIVERWATER",28.1,7.67,192,1.1,0.44,577,1001,2009,40,100,60,100,100,40,6.8,17,13,5.16,22,8.8,72.76,72.8608590702298
"155","CAUVERY AT PALLIPPALAYAM, TAMIL NADU","TAMILNADU","RIVERWATER",27.2,7.9,564,2,0.18,243,528,2009,40,100,0,100,100,40,6.8,17,13,0,22,8.8,67.6,73.1386937477744
"156","RANGAVALI D/S OF NAVAPUR","MAHARASHTRA","RIVERWATER",29,8.3,319,10,0.17,8,23,2009,40,100,0,60,100,80,6.8,17,7.8,0,22,17.6,71.2,69.9724477517402
"157","DAMANGANGA AT KACHIGAON D\S (DAMAN), GUJARAT","GUJARAT","RIVERWATER",27.3,7.6,1676,1.8,8,329,174,2013,40,100,0,100,100,60,6.8,17,13,0,22,13.2,72,73.0105003961956
"158","MAHANADI AT HIRAKUD RESERVOIR, ORISSA","ORISSA","RIVERWATER",30.3,7.65,182,0.9,0.5,1125,2025,2009,40,100,60,100,100,40,6.8,17,13,5.16,22,8.8,72.76,71.0329137245792
"159","BUDHABALANGA AT BALASORE D/S","ORISSA","RIVERWATER",24.4,7.8,519,2.1,0.7,18134.3000000001,50000,2014,60,100,0,100,100,0,10.2,17,13,0,22,0,62.2,62.3181231963067
"160","UMNGOT RIVER AT SMIT, EAST KHASI HILLS","MEGHALAYA","RIVERWATER",18.2,7,66,1.9,3.7,28,60,2014,80,100,100,100,100,60,13.6,17,13,8.6,22,13.2,87.4,81.0415989957772
"161","DAMODAR AT DISHERGARH VILL. (NR.BIHAR-WEST BENGAL BORDER) ","WEST BENGAL","RIVERWATER",28.5,7.9,198,2,0.17,18134.3000000001,50000,2010,40,100,60,100,100,0,6.8,17,13,5.16,22,0,63.96,59.2267452577913
"162","VEDADRI , GUNTUR DIST., A.P","ANDHRAPRADESH","RIVERWATER",28,7.9,522,1.45,0.98,6,3075,2008,40,100,0,100,100,40,6.8,17,13,0,22,8.8,67.6,71.9237302243966
"163","RIHAND AT RENUKUT U/S, U.P.","UTTARPRADESH","RIVERWATER",28.6,8.03,209,2.1,2.16,0.96,763,2006,40,100,60,100,100,40,6.8,17,13,5.16,22,8.8,72.76,71.7208023787714
"164","BORE WELL IN MODI ALKALIS & CHEMICALS, MIA, ALWAR","RAJASTHAN","GROUNDWATER",32,7.8,1460,0.65,0.38,3,4,2011,40,100,0,100,100,100,6.8,17,13,0,22,22,80.8,70.0460199037533
"165","KHANJIRENAGAR, ICHALKARANJI","MAHARASHTRA","GROUNDWATER",23,8.5,1560,2,4.23,5,75,2012,60,100,0,100,100,60,10.2,17,13,0,22,13.2,75.4,75.097694520177
"166","R PERIYAR AT PURAPPALLIKAVU","KERALA","RIVERWATER",28,6.7,455,1.1,0.28,245,753,2008,40,100,0,100,100,40,6.8,17,13,0,22,8.8,67.6,74.4409601576745
"167","DAMODAR AT WATER INTAKE POINT FOR BURDWAN TOWN","WEST BENGAL","RIVERWATER",29.1,7.9,291,2.9,0.3,18134.3000000001,50000,2014,40,100,40,100,100,0,6.8,17,13,3.44,22,0,62.24,58.6120953286181
"168","R KADAMBAYAR AT MANCKAKADAVU","KERALA","RIVERWATER",29,6.1,80,2,0.13,268,1240,2008,40,80,80,100,100,40,6.8,13.6,13,6.88,22,8.8,71.08,74.3540268646294
"169","DAMODAR AT DISHERGARH VILL.(NR.BIHAR-WEST BENGAL BORDER) WEST BENGAL","WEST BENGAL","RIVERWATER",28,7.4,174,1.4,0.35,18134.3000000001,50000,2007,40,100,60,100,100,0,6.8,17,13,5.16,22,0,63.96,60.4356950282512
"170","INSIDE KOLKATA LEATHER COMPLEX","WEST BENGAL","GROUNDWATER",28,7,1498,0.5,0.1,4,8,2015,40,100,0,100,100,80,6.8,17,13,0,22,17.6,76.4,74.2295964013331
"171","SATLUJ AT 1 KM. D/S OF ZENITH, PUNJAB","PUNJAB","RIVERWATER",18,7.47,273,1.3,0.34,970,3450,2006,80,100,40,100,100,40,13.6,17,13,3.44,22,8.8,77.84,79.9228065497587
"172","VENNA AT VARYE, SATARA.","MAHARASHTRA","RIVERWATER",20.7,7.8,311,5.8,0.46,237,1373,2011,60,100,0,80,100,40,10.2,17,10.4,0,22,8.8,68.4,77.1908006938995
"173","OLD TOWN- SAMANTARAAIPUR AREA,  BHUBANESWAR,ORISSA","ORISSA","GROUNDWATER",31,7.1,259,1,1,4,5,2011,40,100,40,100,100,100,6.8,17,13,3.44,22,22,84.24,71.810935013854
"174","PENNAR B/C WITH CHITRAVATHI, TADPATRI, UNGANOORP.","ANDHRAPRADESH","RIVERWATER",26,8,533,2.5,0.57,110,1020,2012,40,100,0,100,100,40,6.8,17,13,0,22,8.8,67.6,73.6318103844396
"175","YAMUNA AT U/S DAK PATTHAR, UTTAR PRADESH","UTTARAKHAND","RIVERWATER",16.9,7.3,211,1.8,0.36,18134.3000000001,50000,2008,80,100,60,100,100,0,13.6,17,13,5.16,22,0,70.76,68.6880694729322
"176","TAMBIRAPARANI AT PAPPANKULAM,TAMILNADU","TAMILNADU","RIVERWATER",23.8,6.3,72,2.7,0.2,9,32,2014,60,80,100,100,100,80,10.2,13.6,13,8.6,22,17.6,85,78.0761255850248
"177","BORAK AT PANCHAGRAM , ASSAM","ASSAM","RIVERWATER",23,6.9,59,1.1,0.3,730,1500,2015,60,100,100,100,100,40,10.2,17,13,8.6,22,8.8,79.6,77.6564197642823
"178","BHADRA AT MALLESWARAM D/S OF KIOCL ","KARNATAKA","RIVERWATER",21,7.5,154,1.8,0.1,469,1588,2010,60,100,60,100,100,40,10.2,17,13,5.16,22,8.8,76.16,78.0952467681508
"179","GODAVARI AT MANCHERIAL, A.P.","ANDHRAPRADESH","RIVERWATER",25,8.3,493,1.8,0.3,29,556,2008,60,100,0,100,100,40,10.2,17,13,0,22,8.8,71,74.1857723648015
"180","NAGAVALLI AT PENTA U/S, JAYKAYPUR TOWN","ORISSA","RIVERWATER",24.8,7.9,196,0.7,0.6,18134.3000000001,50000,2014,60,100,60,100,100,0,10.2,17,13,5.16,22,0,67.36,62.1485103814028
"181","YAMUNA , D/S PAONTA SAHIB, H.P","HIMACHALPRADESH","RIVERWATER",23.7,7.8,331,1.5,0.2,11,21,2014,60,100,0,100,100,80,10.2,17,13,0,22,17.6,79.8,76.1018190485417
"182","KABBANI AT WATER INTAKE OF KIADB AT NANJANGUD","KARNATAKA","RIVERWATER",28,7.9,289,1,0.35,1298,1650,2012,40,100,40,100,100,40,6.8,17,13,3.44,22,8.8,71.04,72.4372787984261
"183","TUBE WELL OF GIRDHARI LAL, BHITUJA ","RAJASTHAN","GROUNDWATER",28.5,7.7,10100,0.65,0.22,4,15,2011,40,100,0,100,100,80,6.8,17,13,0,22,17.6,76.4,72.1537090867254
"184","TUNGHABHADRA AT HARALAHALLI BRIDGE","KARNATAKA","RIVERWATER",6.3,7.4,128,2.3,0.1,100,300,2016,100,100,80,100,100,60,17,17,13,6.88,22,13.2,89.08,89.3251515015706
"185","YAMUNA AT U/S DAK PATTHAR, UTTRANCHAL","UTTRANCHAL","RIVERWATER",18,7.3,233,1,0.3,18134.3000000001,50000,2007,80,100,40,100,100,0,13.6,17,13,3.44,22,0,69.04,68.0198284343204
"186","GODAVARI RIVER AT U/S OF AURANGABAD RESERVOIR, KAIGAON TOKKA NEAR KAIGAON BRIDGE.","MAHARASHTRA","RIVERWATER",21,7.4,338,4,0,2,70,2015,60,100,0,80,100,60,10.2,17,10.4,0,22,13.2,72.8,78.2533402109286
"187","BEAS AT D/S MANDI, H.P.","HIMACHALPRADESH","RIVERWATER",16.2,8.1,145,0.5,2,318,643,2013,80,100,80,100,100,40,13.6,17,13,6.88,22,8.8,81.28,81.0759727457573
"188","KUNDALIKA RIVER NEAR SALAV BRIDGE (SALINA ZONE), SALAV, ROHA, RAIGAD","MAHARASHTRA","RIVERWATER",25.3,7.7,24062,9.9,1.2,156,304,2014,40,100,0,60,100,60,6.8,17,7.8,0,22,13.2,66.8,71.7394569797788
"189","SURYA U/S OF SURYA DAM, DHAMMI, VIKRAMGAD, THANE","MAHARASHTRA","RIVERWATER",28.2,7.7,193,3.1,0.53,41,92,2010,40,100,60,80,100,60,6.8,17,10.4,5.16,22,13.2,74.56,72.6260558159354
"190","RIVER SAL AT KHAREBAND, MARGAO","GOA","RIVERWATER",28.6,6.4,424,3.2,0.35,18134.3000000001,50000,2013,40,80,0,80,100,0,6.8,13.6,10.4,0,22,0,52.8,61.1560279265277
"191","GROUND WATER FROM KOKRAJHAR DISTRICT (HS SCHOOL )","ASSAM","GROUNDWATER",28.5,6.5,515,0.6,4,46,645,2014,40,100,0,100,100,40,6.8,17,13,0,22,8.8,67.6,74.2211021516003
"192","WAINGANGA D/S OF GAURAV PAPER MILLS, NEAR JACKWELL.","MAHARASHTRA","RIVERWATER",24,8.1,417,7.46,1.2,143,361,2009,60,100,0,60,100,60,10.2,17,7.8,0,22,13.2,70.2,74.2284849907883
"193","KRISHNA AT VEDADRI , GUNTUR DIST., A.P","ANDHRAPRADESH","RIVERWATER",22,7,580,0.2,0,2,2,2015,60,100,0,100,100,100,10.2,17,13,0,22,22,84.2,78.7766911036785
"194","RIVER YAMUNA , D/S PAONTA SAHIB, H.P","HIMACHALPRADESH","RIVERWATER",22.3,8.2,326,1,0.21,14,27,2009,60,100,0,100,100,80,10.2,17,13,0,22,17.6,79.8,76.6206068464218
"195","MUSI D/S AT HYDERABAD, A.P.","ANDHRAPRADESH","RIVERWATER",25,7.4,1389,12.9,6.8,98,3291,2008,60,100,0,60,100,40,10.2,17,7.8,0,22,8.8,65.8,72.3568401052794
"196","KOLAR B/C TO KANHAN AT KAMPTEE","MAHARASHTRA","RIVERWATER",22.2,7.9,740,5.4,1.66,89,184,2011,60,100,0,80,100,60,10.2,17,10.4,0,22,13.2,72.8,76.2026797981982
"197","HAND PUMP AT SANSARPUR TERRACE IA","HIMACHALPRADESH","GROUNDWATER",25.3,7.6,389,0.65,0.59,9,21,2011,40,100,0,100,100,80,6.8,17,13,0,22,17.6,76.4,75.3385644618063
"198","RIVER NARMADA LALPUR, JABALPUR","MADHYAPRADESH","RIVERWATER",22.2,7.6,372,1.4,0.84,0,90,2010,60,100,0,100,100,60,10.2,17,13,0,22,13.2,75.4,77.4568550296778
"199","SATLUJ AT 100M D/S BUDHA NALA CONFL.,LUDHIANA","PUNJAB","RIVERWATER",22,7,388,22,12,18134.3000000001,50000,2011,60,100,0,60,100,0,10.2,17,7.8,0,22,0,57,61.0293532380022
"200","GAGGAR RIVER D/S HANUMANGARH NEAR 2 KNJ NAI ABADI, MAKKASR","RAJASTHAN","RIVERWATER",32,7.3,390,2.8,0.14,4,20,2011,40,100,0,100,100,80,6.8,17,13,0,22,17.6,76.4,70.508923591158
"201","D/S OF RUPNARAYAN AT KOLAGHAT, NEAR KOLAGHAT RAIL BRIDGE NO.3","WEST BENGAL","RIVERWATER",28.3,7.2,479,2.1,0.5,18134.3000000001,50000,2014,40,100,0,100,100,0,6.8,17,13,0,22,0,58.8,60.3588591931156
"202","MANER AT SOMNAPALLI","ANDHRAPRADESH","RIVERWATER",24.5,8.1,430,2.6,0.3,96,1130,2011,60,100,0,100,100,40,10.2,17,13,0,22,8.8,71,74.5674544507207
"203","BAITARNI AT JODA ORISSA","ORISSA","RIVERWATER",25.4,7.8,148,0.8,0.8,18134.3000000001,50000,2014,40,100,80,100,100,0,6.8,17,13,6.88,22,0,65.68,61.8279772742742
"204","R KUTTIYADE AT KUTTIYADY ESTATE, KERALA","KERALA","RIVERWATER",27.7,7.4,380,1,0.14,1527,50000,2013,40,100,0,100,100,0,6.8,17,13,0,22,0,58.8,60.726144197291
"205","TAMBIRAPARANI AT BDG.NR. MADURA COATS LTD. PAPAVINASAM","TAMILNADU","RIVERWATER",24.8,7,75,1.6,0.05,78,118,2010,60,100,100,100,100,60,10.2,17,13,8.6,22,13.2,84,76.473107285924
"206","YAMUNA AT AGRA U/S, U.P.","UTTARPRADESH","RIVERWATER",22.4,7.87,1391,12,2.47,13.07,50000,2006,60,100,0,60,100,0,10.2,17,7.8,0,22,0,57,61.7740673858227
"207","CAUVERY AT VELORE NEAR KATTIPALAYAM, TAMILNADU","TAMILNADU","RIVERWATER",29,8,521,0.8,0.2,398,700,2007,40,100,0,100,100,40,6.8,17,13,0,22,8.8,67.6,71.829098547713
"208","BEAS AT D/S KULU","HIMACHALPRADESH","RIVERWATER",9,7.8,105,0.9,0.61,88,417,2012,100,100,80,100,100,60,17,17,13,6.88,22,13.2,89.08,86.9177970801295
"209","D/S PATHANKOT,PUNJAB","PUNJAB","RIVERWATER",18.3,7.5,232,0.7,1.4,50,350,2008,80,100,40,100,100,60,13.6,17,13,3.44,22,13.2,82.24,80.5034769163347
"210","VADAVATHOOR (KOTTAYAM)","KERALA","GROUNDWATER",26.2,6.4,157,0.85,2.59,205,320,2012,40,80,60,100,100,60,6.8,13.6,13,5.16,22,13.2,73.76,76.2315019433249
"211","KUNDALIKA RIVER AT DHATAV AT JACKWELL, DHATAV, ROHA, RAIGAD","MAHARASHTRA","RIVERWATER",28.9,7.9,77,3.2,0.42,164,282,2011,40,100,80,80,100,60,6.8,17,10.4,6.88,22,13.2,76.28,71.7605217191366
"212","SATLUJ AT 100M D/S ,NANGAL","PUNJAB","RIVERWATER",18.5,7.8,289,0.6,2.35,10,205,2008,80,100,40,100,100,60,13.6,17,13,3.44,22,13.2,82.24,79.8924962492331
"213","MANIMALA AT THONDRA, KERALA","KERALA","RIVERWATER",28,7,59,0.8,0.71,540,890,2009,40,100,100,100,100,40,6.8,17,13,8.6,22,8.8,76.2,74.0076244062787
"214","RESIDENTIAL AREA - SONARPUR","WEST BENGAL","GROUNDWATER",28,7.3,1720,0.6,0.08,2,8,2010,40,100,0,100,100,80,6.8,17,13,0,22,17.6,76.4,73.7492220833638
"215","R KORAYAR AT KANJIKODE","KERALA","RIVERWATER",29.5,8,728,1.2,0.4,374,697,2014,40,100,0,100,100,40,6.8,17,13,0,22,8.8,67.6,71.3627989600196
"216","GABHENI VILL, SURAT (INDUSTRIAL)","GUJARAT","GROUNDWATER",29,8,2033,1.64,0.09,400,900,2011,40,100,0,100,100,40,6.8,17,13,0,22,8.8,67.6,71.528080435593
"217","GODAVARI AT KAMALPUR D/S AT M/S. AP RAYONS LTD. DISCHARGE POINT, WARANGAL","ANDHRAPRADESH","RIVERWATER",26,7.9,240,0.6,0.2,9,292,2008,40,100,40,100,100,60,6.8,17,13,3.44,22,13.2,75.44,74.3505827813111
"218","KRISHNA AT TINTINI BRIDGE","KARNATAKA","RIVERWATER",26,7.9,342,2,0,140,500,2016,40,100,0,100,100,60,6.8,17,13,0,22,13.2,72,74.0587292586199
"219","CHALAKUDY AT PULICKALKA-DAVU, KERALA","KERALA","RIVERWATER",29,6.6,109,1.2,0.37,142,679,2009,40,100,80,100,100,40,6.8,17,13,6.88,22,8.8,74.48,73.8746082074638
"220","GANGA AT KANNAUJ U/S (RAJGHAT), U.P","UTTARPRADESH","RIVERWATER",26.9,7.9,288,2.9,0.2,2200,50000,2014,40,100,40,100,100,0,6.8,17,13,3.44,22,0,62.24,60.2398207996916
"221","BEAS AT MIRTHAL BRIDGE, GURDASPUR, PUNJAB","PUNJAB","RIVERWATER",18,7.7,312,1.1,1.57,73,500,2009,80,100,0,100,100,60,13.6,17,13,0,22,13.2,78.8,80.2988231975122
"222","CAUVERY AT KUSHAL NAGAR U/S (NEAR BAICHANAHALLI)","KARNATAKA","RIVERWATER",26,7.7,105,1.1,0.12,1303,1792,2012,40,100,80,100,100,40,6.8,17,13,6.88,22,8.8,74.48,74.1841120950104
"223","KODRA DAM, MOUNT ABU","RAJASTHAN","RIVERWATER",19,7.3,234,1.5,0.36,4,12,2012,80,100,40,100,100,80,13.6,17,13,3.44,22,17.6,86.64,80.3089488772541
"224","BAITARNI AT JODA ORISSA","ORISSA","RIVERWATER",26,8,170,0.9,0.23,490,943,2007,40,100,60,100,100,40,6.8,17,13,5.16,22,8.8,72.76,73.9810634892448
"225","WELL OF PEMA RAM MALI, BHITUJA ","RAJASTHAN","GROUNDWATER",27.5,6.7,9600,1.3,0.22,6,112,2011,40,100,0,100,100,60,6.8,17,13,0,22,13.2,72,74.2820013481999
"226","GHATPRABHA AT D/S OF MUDHOL RD. CROSS BDG., KARNATAKA","KARNATAKA","RIVERWATER",25,7.4,320,0.6,0,500,900,2015,60,100,0,100,100,40,10.2,17,13,0,22,8.8,71,75.6828943469604
"227","R KALLAI AT KALLAI BRIDGE","KERALA","RIVERWATER",26.3,7.7,32005,1.2,0.9,18134.3000000001,50000,2014,40,100,0,100,100,0,6.8,17,13,0,22,0,58.8,58.9218012197913
"228","R KARINGODE AT KAKKADAVU","KERALA","RIVERWATER",29,7,51,0.7,0.18,65,258,2012,40,100,100,100,100,60,6.8,17,13,8.6,22,13.2,80.6,73.4921398523963
"229","CAUVERY AT COLEROON","TAMILNADU","RIVERWATER",29.3,8.2,1593,1.2,0.08,263,442,2010,40,100,0,100,100,60,6.8,17,13,0,22,13.2,72,71.2378244113753
"230","KINNERASANI A/C OF KTPS ASH POND EFFLUENTS, KHAMMAM","ANDHRAPRADESH","RIVERWATER",20,7.7,431,0.6,0.33,5,1250,2011,80,100,0,100,100,40,13.6,17,13,0,22,8.8,74.4,78.7944754876771
"231","KHAN AT KABIT KHEDI (NEAR INDORE)","MADHYAPRADESH","RIVERWATER",22,7.1,936,8,1.1,27,900,2016,60,100,0,60,100,40,10.2,17,7.8,0,22,8.8,65.8,76.9294897067295
"232","INDUSTRIAL ESTATE, BYRNIHAT, MEGHALAYA","MEGHALAYA","GROUNDWATER",23,7.1,243,1.5,5.2,20,30,2007,60,100,40,100,100,80,10.2,17,13,3.44,22,17.6,83.24,77.3158663016496
"233","BOREWELL OF KALIAWADI GRID ROAD, NAVSARI","GUJARAT","GROUNDWATER",25,8.1,2604,1,0,8,13,2016,60,100,0,100,100,80,10.2,17,13,0,22,17.6,79.8,74.6340718908904
"234","DUG WELL NO.-1 AT GROUP GRAM PANCHAYAT AT ARKETWADI, NEAR MASJID VILLAGE- ARKETWADI,TALUKA- KHED, DISTRICT- RATNAGIRI.","MAHARASHTRA","GROUNDWATER",25.5,7.7,1683,2.2,1.77,3,80,2012,40,100,0,100,100,60,6.8,17,13,0,22,13.2,72,74.5792999540214
"235","KOYNA RIVER AT KARAD.","MAHARASHTRA","RIVERWATER",23,7.9,185,5.9,0.24,258,1592,2012,60,100,60,80,100,40,10.2,17,10.4,5.16,22,8.8,73.56,75.2969917788082
"236","IB AT BRAJRAJNAGAR (INTAKE) D/S, ORISSA","ORISSA","RIVERWATER",26,7.8,166,1.4,1.3,1268,1988,2008,40,100,60,100,100,40,6.8,17,13,5.16,22,8.8,72.76,73.8436327702454
"237","SANGERA GONDIA","MAHARASHTRA","GROUNDWATER",30,7.7,829,5.5,4.7,17,30,2007,40,100,0,80,100,80,6.8,17,10.4,0,22,17.6,73.8,70.5590019403352
"238","IN SIDE SHIV TEMPLE NEAR AIR FORCE STATION AMER ROAD, JAIPUR","RAJASTHAN","GROUNDWATER",29,7.3,1300,0.83,2.9,4,8,2011,40,100,0,100,100,80,6.8,17,13,0,22,17.6,76.4,72.8048907882373
"239","SEONATH AT U/S RAJNANDGAON","CHHATTISGARH","RIVERWATER",22.8,7.5,320,1.5,0.49,270,658,2011,60,100,0,100,100,40,10.2,17,13,0,22,8.8,71,77.0262248942777
"240","GANGA AT MUNGER","BIHAR","RIVERWATER",20.2,8.1,386,2.8,1.65,2900,50000,2010,60,100,0,100,100,0,10.2,17,13,0,22,0,62.2,64.7844832670571
