"","LOCATIONS","STATE","WATERTYPE","TEMPERATURE(c)","pH","CONDUCTIVITY(µmhos/cm)","B.O.D(mg/l)","NITRATE","FECALCOLIFORM(MPN/100ml)","TOTALCOLIFORM(MPN/100ml)","YEAR","nTemp","npH","nCon","nBod","nNit","nColi","WTemp","Wph","WBod","WCon","WNit","WColi","WQI","predictWQI"
"125","SIKRAHNA AT LAUREA, HARINAGAR ROAD BRIDGE","BIHAR","RIVERWATER",17,7.2,247,2,0,800,2800,2016,80,100,40,100,100,40,13.6,17,13,3.44,22,8.8,77.84,81.1371779075723
"126","DAMODAR AT D/S OF IISCO AFTER
3RD OUTFALL AT DHENNA VILLAGE","WEST BENGAL","RIVERWATER",21,7.1,179,1.1,0.2,200,400,2016,60,100,60,100,100,60,10.2,17,13,5.16,22,13.2,80.56,79.1177203329065
"127","HOOGHLY, DURGACHAK, NEAR
PATHIKALI","WEST BENGAL","RIVERWATER",23,7.5,1397,0.7,0.1,2700,50000,2016,60,100,0,100,100,0,10.2,17,13,0,22,0,62.2,64.0198148433766
"128","DAMODAR,WATER INTAKE POINT
FOR BURDWAN TOWN","WEST BENGAL","RIVERWATER",21,7.4,176,1.2,0.2,200,400,2016,60,100,60,100,100,60,10.2,17,13,5.16,22,13.2,80.56,78.6522973104865
"129","DWARAKESHWAR WATER INTAKE
POINT FOR BANKURA TOWN","WEST BENGAL","RIVERWATER",22,7.2,128,1,0.1,100,400,2016,60,100,80,100,100,60,10.2,17,13,6.88,22,13.2,82.28,78.2598918750896
"130","DWARKA,  U/S OF TARAPITH AT
SADHAK BAMDEB GHAT","WEST BENGAL","RIVERWATER",19,6.8,110,2.1,0,1100,1700,2016,80,100,80,100,100,40,13.6,17,13,6.88,22,8.8,81.28,80.5428229553002
"131","MAHANANDA AT SILIGURI","WEST BENGAL","RIVERWATER",14,6.5,99,1.3,0.2,1700,3300,2016,100,100,80,100,100,40,17,17,13,6.88,22,8.8,84.68,84.3802218277602
"132","BRAHAMPUTRA AT NIMATIGHAT","ASSAM","RIVERWATER",14,7.1,74,1,0.1,300,910,2016,100,100,100,100,100,40,17,17,13,8.6,22,8.8,86.4,84.1720466420452
"133","BRAHMAPUTRA  AT DHUBRI","ASSAM","RIVERWATER",21,6.9,93,1,0.1,360,1500,2016,60,100,80,100,100,40,10.2,17,13,6.88,22,8.8,77.88,79.1585904907648
"134","BRAHAMPUTRA AT JOGIJHOGA NEAR BRIDGE","ASSAM","RIVERWATER",21,7.2,104,0.9,0.1,300,1400,2016,60,100,80,100,100,40,10.2,17,13,6.88,22,8.8,77.88,78.7532352913688
"135","BRAHMAPUTRA RIVER AT CHANDRAPUR, GUWAHATI","ASSAM","RIVERWATER",21,6.5,54,0.7,0.1,300,1500,2016,60,100,100,100,100,40,10.2,17,13,8.6,22,8.8,79.6,79.8113181086335
"136","BORAK AT PANCHAGRAM","ASSAM","RIVERWATER",20,6.8,46,0.7,0.1,300,910,2016,80,100,100,100,100,40,13.6,17,13,8.6,22,8.8,83,80.2550812913059
"137","KOHORA AT N.H. CROSSING, KOHORA","ASSAM","RIVERWATER",19,6.3,22,0.9,0.1,91,2100,2016,80,80,100,100,100,40,13.6,13.6,13,8.6,22,8.8,79.6,81.3933310659399
"138","KOLONG  AT MARIGAON","ASSAM","RIVERWATER",20,6.6,49,0.6,0.2,2,1500,2016,80,100,100,100,100,40,13.6,17,13,8.6,22,8.8,83,80.4092503618445
"139","KUNDLI AT KUNDLI/ SAPAKHOWA, SADIA","ASSAM","RIVERWATER",18,7.1,74,0.6,0.1,2,360,2016,80,100,100,100,100,60,13.6,17,13,8.6,22,13.2,87.4,81.4397348710602
"140","KUSHIARA  AT KARIMGANJ","ASSAM","RIVERWATER",21,6.6,44,0.8,0.1,2,730,2016,60,100,100,100,100,40,10.2,17,13,8.6,22,8.8,79.6,79.8472682524392
"141","MANU  AT MANUGHAT, CONFL POINT OF CHAWMANU CHARRA & MANU RIVER, DHALAI","TRIPURA","RIVERWATER",26,6.1,81.5,1.1,0.2,200,350,2016,40,80,80,100,100,60,6.8,13.6,13,6.88,22,13.2,75.48,76.9490846315361
"142","MANAS AT NH-31 CROSSING, BARPETA, DISTRICT","ASSAM","RIVERWATER",22,7.5,106,0.6,0.1,2,2,2016,60,100,80,100,100,100,10.2,17,13,6.88,22,22,91.08,77.9874000516888
"143","SANKOSH  DHUBRI","ASSAM","RIVERWATER",21,6.7,49,0.8,0.1,300,720,2016,60,100,100,100,100,40,10.2,17,13,8.6,22,8.8,79.6,79.7001226223755
"144","MAHI AT UMETA BRIDGE","GUJARAT","RIVERWATER",19,6.6,270,0.6,0,11,33,2016,80,100,40,100,100,80,13.6,17,13,3.44,22,17.6,86.64,81.5287710624451
"145","MAHI AT MUJPUR","GUJARAT","RIVERWATER",27,7.3,307,0.9,0.1,12,47,2016,40,100,0,100,100,80,6.8,17,13,0,22,17.6,76.4,74.5246183573096
"146","MAHI NEAR RAJASTHAN BORDER AT KADANA DAM","GUJARAT","RIVERWATER",29,7.3,298,0.1,0.1,2,11,2016,40,100,40,100,100,80,6.8,17,13,3.44,22,17.6,79.84,73.2009372097743
"147","MAHI AT VIRPUR","GUJARAT","RIVERWATER",28,7.5,291,0.1,0,2,11,2016,40,100,40,100,100,80,6.8,17,13,3.44,22,17.6,79.84,73.6462436714904
"148","MAHI AT RANISINGH VILLAGE, RATLAM, UJJAIN","MADHYAPRADESH","RIVERWATER",19,7.1,380,1.5,0.7,4,30,2016,80,100,0,100,100,80,13.6,17,13,0,22,17.6,83.2,80.5685262284729
"149","SABARMATI AT DHAROI DAM","GUJARAT","RIVERWATER",27,7.7,250,1.2,0,2,10,2016,40,100,40,100,100,80,6.8,17,13,3.44,22,17.6,79.84,73.895607508689
"150","SABARMATI AT VILL. MIROLI TALUKA DASCROI,AHMEDABAD","GUJARAT","RIVERWATER",28,7.4,759,5,0.1,25,540,2016,40,100,0,80,100,40,6.8,17,10.4,0,22,8.8,65,72.7620814720572
"151","SABARMATI AT RAILWAY BRIDGE AHMEDABAD","GUJARAT","RIVERWATER",25,8,300,1.7,0.1,11,70,2016,60,100,40,100,100,60,10.2,17,13,3.44,22,13.2,78.84,74.8070306038526
"152","SABARMATI AT MAHUDI JAIN TEMPLE, 150 KM. FORM ORIGIN","GUJARAT","RIVERWATER",27,7.8,278,1.2,0,4,21,2016,40,100,40,100,100,80,6.8,17,13,3.44,22,17.6,79.84,73.7412793182624
"153","MESHWA NEAR RAJASTHAN BORDER AT SAMLAJI","GUJARAT","RIVERWATER",27,8,375,1.5,0.1,6.1,26,2016,40,100,0,100,100,80,6.8,17,13,0,22,17.6,76.4,73.3748067986087
"154","RIVER NARMADA AT NEMAWAR","MADHYAPRADESH","RIVERWATER",21,7.3,300,1.6,0.6,2,30,2016,60,100,40,100,100,80,10.2,17,13,3.44,22,17.6,83.24,78.7919735499862
"155","NARMADA AT PANETHA","GUJARAT","RIVERWATER",26,7,260,0.3,0.2,11,23,2016,40,100,40,100,100,80,6.8,17,13,3.44,22,17.6,79.84,75.8166391326163
"156","TAPI AT AJNAND VILLAGE","MAHARASHTRA","RIVERWATER",22,7.2,223,2,0,2,80,2016,60,100,60,100,100,60,10.2,17,13,5.16,22,13.2,80.56,78.1697585155236
"157","TAPI AT UKAI, SHERULA BRIDGE","GUJARAT","RIVERWATER",26,7.5,1153,2,0.2,2,18,2016,40,100,0,100,100,80,6.8,17,13,0,22,17.6,76.4,74.7098176353144
"158","TAPI NEAR BARDOLI (KAPP BRIDGE) BARDOLI","GUJARAT","RIVERWATER",25,7.6,192,0.5,0,2,9,2016,60,100,60,100,100,80,10.2,17,13,5.16,22,17.6,84.96,75.644612765609
"159","GIRNA AT JALGAON","MAHARASHTRA","RIVERWATER",20,7.2,282,3.6,0,2,110,2016,80,100,40,80,100,60,13.6,17,10.4,3.44,22,13.2,79.64,79.3519988385685
"160","HIWARA  D/S OF PACHORA, JALGAON","MAHARASHTRA","RIVERWATER",21,7.3,270,3,0,2,170,2016,60,100,40,100,100,60,10.2,17,13,3.44,22,13.2,78.84,78.5556748028739
"161","MORNA D/S RAILWAY BRIDGE, AKOLA","MAHARASHTRA","RIVERWATER",22,6.9,208,3.4,0.1,23,46,2016,60,100,60,80,100,80,10.2,17,10.4,5.16,22,17.6,82.36,78.3770449350958
"162","WAGHUR B/C  SAKEGAON WITH TAPI  JALGAON","MAHARASHTRA","RIVERWATER",21,7.1,286,3,0,2,110,2016,60,100,40,100,100,60,10.2,17,13,3.44,22,13.2,78.84,78.8690683200399
"163","MAHANADI AT HIRAKUD RESERVOIR","ORISSA","RIVERWATER",18,7.4,167,0.5,0.2,130,220,2016,80,100,60,100,100,60,13.6,17,13,5.16,22,13.2,83.96,81.0318858643184
"164","MAHANADI U/S SAMBALPUR","ORISSA","RIVERWATER",17,7.5,159,0.5,0.3,110,490,2016,80,100,60,100,100,60,13.6,17,13,5.16,22,13.2,83.96,81.5417643000594
"165","MAHANADI D/S (A/C WITH R. ONG SONEPUR U/S)","ORISSA","RIVERWATER",23,7.5,176,0.3,0,78,230,2016,60,100,60,100,100,60,10.2,17,13,5.16,22,13.2,80.56,77.2451980606407
"166","MAHANADI D/S  CUTTACK","ORISSA","RIVERWATER",22,7.4,140,1.4,0.4,1300,2300,2016,60,100,80,100,100,40,10.2,17,13,6.88,22,8.8,77.88,77.3708609984742
"167","MAHANADI, MUNDALI(WATER INTAKE POINT OF BHUBANESWAR CITY","ORISSA","RIVERWATER",22,7.5,136,0.5,0.1,170,790,2016,60,100,80,100,100,40,10.2,17,13,6.88,22,8.8,77.88,77.7958664660233
"168","MAHANADI, BHUBANESWAR FD/S ( 2 KM A/C OF GANGUA NALLAH WITH  DAYA)","ORISSA","RIVERWATER",25,6.6,216,2,0.7,18134.3000000001,50000,2016,60,100,60,100,100,0,10.2,17,13,5.16,22,0,67.36,63.7084988133704
"169","IB AT JHARSUGUDA (INTAKE)","ORISSA","RIVERWATER",20,7.4,99,0.3,0.2,330,1700,2016,80,100,80,100,100,40,13.6,17,13,6.88,22,8.8,81.28,79.2101525566146
"170","BHEDEN  B/C WITH IB","ORISSA","RIVERWATER",18,7.5,127,0.1,0.1,460,790,2016,80,100,80,100,100,40,13.6,17,13,6.88,22,8.8,81.28,80.8125356587052
"171","KUAKHAI, FU/S BHUBANESWAR","ORISSA","RIVERWATER",24,7,139,0.4,0.1,790,1300,2016,60,100,80,100,100,40,10.2,17,13,6.88,22,8.8,77.88,76.9531129208472
"172","TEL AT MANAMUNDA","ORISSA","RIVERWATER",22,7.6,121,0.3,0,45,130,2016,60,100,80,100,100,60,10.2,17,13,6.88,22,13.2,82.28,77.8626119496828
"173","BRAHMANI D/S ROURKELA","ORISSA","RIVERWATER",18,6.7,133,2,0.2,18134.3000000001,50000,2016,80,100,80,100,100,0,13.6,17,13,6.88,22,0,72.48,68.7563387088703
"174","BRAHMANI AT RENGALI","ORISSA","RIVERWATER",22,7.2,88,0.3,0.2,45,170,2016,60,100,80,100,100,60,10.2,17,13,6.88,22,13.2,82.28,78.4380819964113
"175","TALCHER FU/S (INTAKE WELL OF MCL, TALCHER)","ORISSA","RIVERWATER",22,7.6,117,0.3,0.2,78,170,2016,60,100,80,100,100,60,10.2,17,13,6.88,22,13.2,82.28,77.8383489916074
"176","BRAHMANI FD/S TALCHER","ORISSA","RIVERWATER",21,7.3,151,0.6,0.2,330,1300,2016,60,100,60,100,100,40,10.2,17,13,5.16,22,8.8,76.16,78.6718916602355
"177","BRAHMANI AT KAMALANGA, ORISSA","ORISSA","RIVERWATER",21,7.6,133,0.7,0.3,330,2400,2016,60,100,80,100,100,40,10.2,17,13,6.88,22,8.8,77.88,77.9118847643012
"178","BRAHMANI AT BHUBAN","ORISSA","RIVERWATER",20,6.7,111,0.5,0.1,130,330,2016,80,100,80,100,100,60,13.6,17,13,6.88,22,13.2,85.68,80.5868021373941
"179","KABATABANDHA (BEFORE IMPACT OF INDUSTRIAL ACTIVITY IN KALINGANAGAR AREA)","ORISSA","RIVERWATER",20,6.9,138,0.6,0.1,130,330,2016,80,100,80,100,100,60,13.6,17,13,6.88,22,13.2,85.68,80.2686043656248
"180","BRAHMANIU/S DHARMASHALA","ORISSA","RIVERWATER",24,7.6,130,0.6,0.2,78,230,2016,60,100,80,100,100,60,10.2,17,13,6.88,22,13.2,82.28,76.2962296140993
"181","BRAHMANI AT PATTAMUNDAI","ORISSA","RIVERWATER",26,7.6,147,0.2,0.2,490,790,2016,40,100,80,100,100,40,6.8,17,13,6.88,22,8.8,74.48,74.7445747233285
"182","GODAVARI  AT JALNA INTAKE WATER PUMP HOUSE,
SHAHABAD","MAHARASHTRA","RIVERWATER",23,7.5,141,3,0,2,130,2016,60,100,80,100,100,60,10.2,17,13,6.88,22,13.2,82.28,76.8035742995685
"183","GODAVARI AT BASARA, ADILABAD","ANDHRAPRADESH","RIVERWATER",20,7.2,340,2,1.2,5,90,2016,80,100,0,100,100,60,13.6,17,13,0,22,13.2,78.8,79.5474458801014
"184","GODAVARI AT MANCHERIAL, NEAR RLY BDG B/C OF
RALLAVAGU","ANDHRAPRADESH","RIVERWATER",22,7,275,2,0,50,300,2016,60,100,40,100,100,60,10.2,17,13,3.44,22,13.2,78.84,78.4070614868833
"185","GODAVARI D/S RAMAGUNDAM, NEAR FCI INTAKE WELL,
KARIMNAGAR","ANDHRAPRADESH","RIVERWATER",18,7.6,288,3,0,90,395,2016,80,100,40,100,100,60,13.6,17,13,3.44,22,13.2,82.24,80.2568500774573
"186","GODAVARI AT POLAVARAM","ANDHRAPRADESH","RIVERWATER",25,6.6,150,1.2,0.4,3,9,2016,60,100,80,100,100,80,10.2,17,13,6.88,22,17.6,86.68,76.9916550830366
"187","GODAVARI U/S  RAJAHMUNDRY","ANDHRAPRADESH","RIVERWATER",25,6.7,179,1.2,0.5,3,7,2016,60,100,60,100,100,80,10.2,17,13,5.16,22,17.6,84.96,76.8336366866611
"188","GODAVARI D/S  RAJAMUNDRY OF NALLA CHANNEL","ANDHRAPRADESH","RIVERWATER",25,5.7,217,1.5,0.6,9,28,2016,60,60,60,100,100,80,10.2,10.2,13,5.16,22,17.6,78.16,78.2601291563666
"189","GODAVARI U/S  RAJAMUNDRY OF NALLA CHANNEL","ANDHRAPRADESH","RIVERWATER",24,5.8,223,1,0.8,4,39,2016,60,60,60,100,100,80,10.2,10.2,13,5.16,22,17.6,78.16,78.9170366794948
"190","MANJEERA AT GOWDICHARLA A/C WITH NAKKAVAGU","ANDHRAPRADESH","RIVERWATER",26,7.4,1120,2.6,1.8,25,25,2016,40,100,0,100,100,80,6.8,17,13,0,22,17.6,76.4,74.6427903781515
"191","MANJERA AT RAIPALLU","ANDHRAPRADESH","RIVERWATER",26,7.8,283,2.4,0.6,2,20,2016,40,100,40,100,100,80,6.8,17,13,3.44,22,17.6,79.84,74.2265162417989
"192","WAINGANGA U/S OF ELLORA PAPER MILL.","MAHARASHTRA","RIVERWATER",12,6.8,221,2.5,0,17,33,2016,100,100,60,100,100,80,17,17,13,5.16,22,17.6,91.76,86.0585608236897
"193","KOLAR B/C TO KANHAN AT KAMPTEE","MAHARASHTRA","RIVERWATER",25,7,274,3,0.3,23,43,2016,60,100,40,100,100,80,10.2,17,13,3.44,22,17.6,83.24,76.0695169714124
"194","KANHAN D/S OF NAGPUR","MAHARASHTRA","RIVERWATER",19,6.5,244,4.9,0.5,49,110,2016,80,100,40,80,100,60,13.6,17,10.4,3.44,22,13.2,79.64,80.8755489353596
"195","KANHAN AT CHINDWARA BEFORE MIXING BOREGAON GROWTH","MADHYAPRADESH","RIVERWATER",16,7.4,400,2.1,0,0,15,2016,80,100,0,100,100,80,13.6,17,13,0,22,17.6,83.2,82.2771994725762
"196","PURNA AT DHUPESHWAR","MAHARASHTRA","RIVERWATER",23,7,239,3.2,0.1,33,110,2016,60,100,40,80,100,60,10.2,17,10.4,3.44,22,13.2,76.24,77.5068550876877
"197","DARNA AT ASWALI (DARNA DAM), LGATPURI, NASHIK","MAHARASHTRA","RIVERWATER",20,7,177,2,0,2,50,2016,80,100,60,100,100,80,13.6,17,13,5.16,22,17.6,88.36,79.9529495235047
"198","DARNA AT SANSARI , NASHIK","MAHARASHTRA","RIVERWATER",20,7.2,286,2,0,2,70,2016,80,100,40,100,100,60,13.6,17,13,3.44,22,13.2,82.24,79.6409649587068
"199","WENA D/S OF MOHATA MILLS, NR RD BRG ON HINGANGHAT- WADNER ROAD","MAHARASHTRA","RIVERWATER",20,6.7,280,5,0.5,21,63,2016,80,100,40,80,100,60,13.6,17,10.4,3.44,22,13.2,79.64,79.8324487362419
"200","KRISHNA U/S OF UGARKHURD BARRAGE","KARNATAKA","RIVERWATER",23,7.2,66,0.4,0.4,130,170,2016,60,100,100,100,100,60,10.2,17,13,8.6,22,13.2,84,77.6716200772296
"201","KRISHNA - ANKALI BRIDGE ALONG CHIKKODI KAGWAD ROAD","KARNATAKA","RIVERWATER",23,7.1,0.2,0.7,0.5,50,170,2016,60,100,100,100,100,60,10.2,17,13,8.6,22,13.2,84,77.7665133895863
"202","KRISHNA D/S OF NARAYANPURA DAM","KARNATAKA","RIVERWATER",24,7.5,380,0.5,0.4,16,31,2016,60,100,0,100,100,80,10.2,17,13,0,22,17.6,79.8,76.48304490888
"203","THANGADI , MAHABOOBNAGAR DIST","ANDHRAPRADESH","RIVERWATER",18,7.3,304,2,0,9,58,2016,80,100,0,100,100,60,13.6,17,13,0,22,13.2,78.8,80.9665614313863
"204","KRISHNA A/C WITH TUNGABHADRA, SANGAMESHWARAM","ANDHRAPRADESH","RIVERWATER",22,7.8,391,1,0.9,10,400,2016,60,100,0,100,100,60,10.2,17,13,0,22,13.2,75.4,77.2881049664112
"205","BHIMA AT PARGAON (A/CWITH MULE MARTHA)","MAHARASHTRA","RIVERWATER",21,7.1,179,2.8,0,35,225,2016,60,100,60,100,100,60,10.2,17,13,5.16,22,13.2,80.56,78.8815155125918
"206","BHIMA A/C WITH DAUNT","MAHARASHTRA","RIVERWATER",22,7.1,143,4.1,0,40,500,2016,60,100,80,80,100,60,10.2,17,10.4,6.88,22,13.2,79.68,77.8488969883272
"207","BHIMA AT TAKLI","MAHARASHTRA","RIVERWATER",22,7.5,559,3.2,0.3,8,35,2016,60,100,0,80,100,80,10.2,17,10.4,0,22,17.6,77.2,77.4787647893291
"208","BHIMA D/S OF ROAD BRIDGE AT GANGAPUR VILLAGE","KARNATAKA","RIVERWATER",28,8.3,381,2.8,0,34,130,2016,40,100,0,100,100,60,6.8,17,13,0,22,13.2,72,71.9428164258307
"209","BHIMA D/S OF BDG. NEAR YADGIR","KARNATAKA","RIVERWATER",27,7.8,268,2,0,240,900,2016,40,100,40,100,100,40,6.8,17,13,3.44,22,8.8,71.04,73.3719718927258
"210","TUNGHABHADRA AT HONNALI BRIDGE","KARNATAKA","RIVERWATER",24,7.3,110,2,0.1,140,350,2016,60,100,80,100,100,60,10.2,17,13,6.88,22,13.2,82.28,76.4775266914555
"211","BHADRA D/S  MALLESWARAM OF KIOCL","KARNATAKA","RIVERWATER",17,7,140,1,0,220,1100,2016,80,100,80,100,100,40,13.6,17,13,6.88,22,8.8,81.28,82.0640830264184
"212","BHADRA  U/S OF MPM,","KARNATAKA","RIVERWATER",24,7,118,2,0,110,280,2016,60,100,80,100,100,60,10.2,17,13,6.88,22,13.2,82.28,76.9505608077297
"213","BHADRA  U/S OF KIOCL","KARNATAKA","RIVERWATER",16,7,120,1,0,140,920,2016,80,100,80,100,100,40,13.6,17,13,6.88,22,8.8,81.28,82.8493510811781
"214","MUSI D/S  HYDERABAD","ANDHRAPRADESH","RIVERWATER",24,7,1056,6.2,0,95,50,2016,60,100,0,60,100,80,10.2,17,7.8,0,22,17.6,74.6,76.2109763843319
"215","ASANGI NALLA AT ASANGI VILLAGE","KARNATAKA","RIVERWATER",25,7.3,280,0.6,0,110,140,2016,60,100,40,100,100,60,10.2,17,13,3.44,22,13.2,78.84,76.0346363059052
"216","NIRA D/S OF JUBILANT ORGANOSIS, PUNE","MAHARASHTRA","RIVERWATER",24,7.1,142,3,0,40,350,2016,60,100,80,100,100,60,10.2,17,13,6.88,22,13.2,82.28,76.6068160670624
"217","NIRA AT SANGAVI, PHALTAN, SATARA","MAHARASHTRA","RIVERWATER",23,7.6,293,3.2,0.2,20,70,2016,60,100,40,80,100,60,10.2,17,10.4,3.44,22,13.2,76.24,76.6099596802324
"218","VENNA AT VARYE, SATARA.","MAHARASHTRA","RIVERWATER",22,7.5,131,2.1,0.2,7,40,2016,60,100,80,100,100,80,10.2,17,13,6.88,22,17.6,86.68,77.7072442702166
"219","MUTHA AT SANGAM BRIDGE NEAR GANAPATHY GHAT","MAHARASHTRA","RIVERWATER",25,7,179,3.6,0.1,17,130,2016,60,100,60,80,100,60,10.2,17,10.4,5.16,22,13.2,77.96,75.9631163224645
"220","MUTHA AT DECCAN BRIDGE, DECCAN, PUNE","MAHARASHTRA","RIVERWATER",25,7,218,6.2,0.2,110,1800,2016,60,100,60,60,100,40,10.2,17,7.8,5.16,22,8.8,70.96,75.0620497176164
"221","PAWANA AT DAPODI BRIDGE AT PAWANA-MULLA SANGAM, DAPODI, HAWELI, PUNE","MAHARASHTRA","RIVERWATER",22,7,281,4.4,0.2,80,1600,2016,60,100,40,80,100,40,10.2,17,10.4,3.44,22,8.8,71.84,77.6333001044742
"222","VEL  AT SHIKRAPUR, SHIRUR, PUNE","MAHARASHTRA","RIVERWATER",20,7.3,174,4.5,0.4,30,350,2016,80,100,60,80,100,60,13.6,17,10.4,5.16,22,13.2,81.36,78.9625488225603
"223","TUNGABHADRA D/S OF GANGAWATHI","KARNATAKA","RIVERWATER",24,7.5,291,2,0,240,900,2016,60,100,40,100,100,40,10.2,17,13,3.44,22,8.8,74.44,76.0282619607194
"224","PENNAR A/C WITH PAPAGNI, PUSPAGINI","ANDHRAPRADESH","RIVERWATER",27,7.6,643,0.8,1,20,16,2016,40,100,0,100,100,80,6.8,17,13,0,22,17.6,76.4,74.0142713941507
"225","KUNDU, NANDYAL, NEAR OVER BDG., KURNOOL","ANDHRAPRADESH","RIVERWATER",22,7.8,529,1.5,0.7,20,500,2016,60,100,0,100,100,60,10.2,17,13,0,22,13.2,75.4,77.1787769616747
"226","CAUVERY AT KRS DAM, BALAMURIKSHETRA","KARNATAKA","RIVERWATER",23,8,126,1.3,0.1,120,630,2016,60,100,80,100,100,40,10.2,17,13,6.88,22,8.8,77.88,76.2155857646077
"227","CAUVERY AT BANNUR BRIDGE","KARNATAKA","RIVERWATER",20,7.3,192,1.1,0.2,140,680,2016,80,100,60,100,100,40,13.6,17,13,5.16,22,8.8,79.56,79.4810706430658
"228","CAUVERY AT RANGANATHITTU","KARNATAKA","RIVERWATER",22,7.8,140,1.1,0.1,92,490,2016,60,100,80,100,100,60,10.2,17,13,6.88,22,13.2,82.28,77.3215433548679
"229","CAUVERY AT RN PUDUR","TAMILNADU","RIVERWATER",27,7.1,308,1.1,0,170,400,2016,40,100,0,100,100,60,6.8,17,13,0,22,13.2,72,74.7029127383743
"230","CAUVERY AT ERODE NEAR CHIRAPALAYAM, TAMILNADU","TAMILNADU","RIVERWATER",26,7.1,290,1.2,0,330,480,2016,40,100,40,100,100,60,6.8,17,13,3.44,22,13.2,75.44,75.4023875362915
"231","CAUVERY AT MUSIRI","TAMILNADU","RIVERWATER",29,7.5,475,0.8,0,170,390,2016,40,100,0,100,100,60,6.8,17,13,0,22,13.2,72,72.6748767264355
"232","CAUVERY AT PETTAIVAITHALAI,
TRICHY","TAMILNADU","RIVERWATER",27,7.8,540,0.4,0,170,390,2016,40,100,0,100,100,60,6.8,17,13,0,22,13.2,72,73.7647853283099
"233","CAUVERY D/S TIRUCHIRAPALLI","TAMILNADU","RIVERWATER",26,7.3,420,0.7,0,260,380,2016,40,100,0,100,100,60,6.8,17,13,0,22,13.2,72,75.2074776428278
"234","CAUVERY AT PITCHAVARAM","TAMILNADU","RIVERWATER",28,7.2,857,1.4,0,68,210,2016,40,100,0,100,100,60,6.8,17,13,0,22,13.2,72,73.7746034906234
"235","D/S OF KUSHALANAGAR TOWN","KARNATAKA","RIVERWATER",20,7.2,62,0.8,0.1,92,460,2016,80,100,100,100,100,60,13.6,17,13,8.6,22,13.2,87.4,79.7569530947083
"236","DADESUGUR BRIDGE GAUGING STATION","KARNATAKA","RIVERWATER",27,7.4,119,2,0,280,900,2016,40,100,80,100,100,40,6.8,17,13,6.88,22,8.8,74.48,73.9804286576918
"237","SHIMSHA  D/S OF BRIDGE, HALAGUR","KARNATAKA","RIVERWATER",23,8.2,512,2,0.1,330,2200,2016,60,100,0,100,100,40,10.2,17,13,0,22,8.8,71,75.3547781946808
"238","ARKAVATHI  D/S OF KANAKAPURA TOWN","KARNATAKA","RIVERWATER",25,7,1162,6,0.7,18134.3000000001,50000,2016,60,100,0,80,100,0,10.2,17,10.4,0,22,0,59.6,62.3451999673112
"239","LAKSHMANTIRTHA  D/S OF KATTEMALAVADI","KARNATAKA","RIVERWATER",22,7.8,104,1,0.1,110,630,2016,60,100,80,100,100,40,10.2,17,13,6.88,22,8.8,77.88,77.3048463183881
"240","KABBANI AT CAUSE WAY SATTUR","KARNATAKA","RIVERWATER",27,6.7,118,1,0,28,52,2016,40,100,80,100,100,60,6.8,17,13,6.88,22,13.2,78.88,75.4230896278164
"241","BHAVANI AT PATHIRAKALIAMMAN
KOIL","TAMILNADU","RIVERWATER",25,6.4,69,0.8,0,130,210,2016,60,80,100,100,100,60,10.2,13.6,13,8.6,22,13.2,80.6,77.3414178572706
"242","BHAVANI AT SIRUMUGAI","TAMILNADU","RIVERWATER",25,6.7,96,0.5,0,78,170,2016,60,100,80,100,100,60,10.2,17,13,6.88,22,13.2,82.28,76.9540002747486
"243","BHAVANI AT BHAVANI SAGAR","TAMILNADU","RIVERWATER",23,6.9,140,1.2,0,68,170,2016,60,100,80,100,100,60,10.2,17,13,6.88,22,13.2,82.28,78.0031937374878
"244","VASISTA AT SALEM, D/S OF SAGO
INDUSTRIES EFFLUENT","TAMILNADU","RIVERWATER",27,6.4,1520,22,0,18134.3000000001,50000,2016,40,80,0,60,100,0,6.8,13.6,7.8,0,22,0,50.2,59.0040431806767
"245","WELL AT VIJAYWADA, A.P.","ANDHRAPRADESH","GROUNDWATER",22,7,1266,0.4,4.2,2,400,2015,60,100,0,100,100,60,10.2,17,13,0,22,13.2,75.4,78.2923294723857
"246","BORE WELL NEAR VILLAGE SECRETARIAT, PATHAPADU (V), KRISHNA, A.P.","ANDHRAPRADESH","GROUNDWATER",22,7,1858,0.6,5.1,2,400,2015,60,100,0,100,100,60,10.2,17,13,0,22,13.2,75.4,78.1511882029374
"247","HA PUMP AT TANAM VILL., VISHAKHAPATNAM, A.P.","ANDHRAPRADESH","GROUNDWATER",26,8,2116,1,3.5,15,93,2015,40,100,0,100,100,60,6.8,17,13,0,22,13.2,72,73.8153740358296
"248","B/W AT ALLADAPALEM VILLAGE, PYDIBHIMAVARAM, DISTT SRIKAKULAM, A.P.","ANDHRAPRADESH","GROUNDWATER",24,7,2398,1,4.3,4,15,2015,60,100,0,100,100,80,10.2,17,13,0,22,17.6,79.8,76.7263348777655
"249","SIBSAGAR, ASSAM","ASSAM","GROUNDWATER",20,7,231,1.3,0.1,0,0,2015,80,100,40,100,100,100,13.6,17,13,3.44,22,22,91.04,80.0770731212838
"250","GUWAHATI, ASSAM","ASSAM","GROUNDWATER",25,7,664,3.4,8.7,930,1500,2015,60,100,0,80,100,40,10.2,17,10.4,0,22,8.8,68.4,74.9987333992318
